0 	 -2.89193e-08
0.00306946 	 -0.00306945
0.00613892 	 -0.00613888
0.00920838 	 -0.00920824
0.0122778 	 -0.0122775
0.0153473 	 -0.0153467
0.0184168 	 -0.0184157
0.0214862 	 -0.0214846
0.0245557 	 -0.0245532
0.0276251 	 -0.0276216
0.0306946 	 -0.0306898
0.0337641 	 -0.0337576
0.0368335 	 -0.0368252
0.039903 	 -0.0398924
0.0429724 	 -0.0429592
0.0460419 	 -0.0460256
0.0491114 	 -0.0490916
0.0521808 	 -0.0521571
0.0552503 	 -0.0552221
0.0583197 	 -0.0582866
0.0613892 	 -0.0613506
0.0644587 	 -0.064414
0.0675281 	 -0.0674768
0.0705976 	 -0.0705389
0.073667 	 -0.0736004
0.0767365 	 -0.0766612
0.079806 	 -0.0797212
0.0828754 	 -0.0827805
0.0859449 	 -0.0858391
0.0890143 	 -0.0888968
0.0920838 	 -0.0919537
0.0951533 	 -0.0950097
0.0982227 	 -0.0980648
0.101292 	 -0.101119
0.104362 	 -0.104172
0.107431 	 -0.107224
0.110501 	 -0.110276
0.11357 	 -0.113326
0.116639 	 -0.116375
0.119709 	 -0.119423
0.122778 	 -0.12247
0.125848 	 -0.125516
0.128917 	 -0.12856
0.131987 	 -0.131604
0.135056 	 -0.134646
0.138126 	 -0.137687
0.141195 	 -0.140726
0.144265 	 -0.143765
0.147334 	 -0.146802
0.150404 	 -0.149837
0.153473 	 -0.152871
0.156542 	 -0.155904
0.159612 	 -0.158935
0.162681 	 -0.161965
0.165751 	 -0.164993
0.16882 	 -0.168019
0.17189 	 -0.171044
0.174959 	 -0.174068
0.178029 	 -0.17709
0.181098 	 -0.18011
0.184168 	 -0.183128
0.187237 	 -0.186145
0.190307 	 -0.18916
0.193376 	 -0.192173
0.196445 	 -0.195184
0.199515 	 -0.198194
0.202584 	 -0.201201
0.205654 	 -0.204207
0.208723 	 -0.207211
0.211793 	 -0.210213
0.214862 	 -0.213213
0.217932 	 -0.216211
0.221001 	 -0.219206
0.224071 	 -0.2222
0.22714 	 -0.225192
0.23021 	 -0.228181
0.233279 	 -0.231169
0.236348 	 -0.234154
0.239418 	 -0.237137
0.242487 	 -0.240118
0.245557 	 -0.243096
0.248626 	 -0.246073
0.251696 	 -0.249046
0.254765 	 -0.252018
0.257835 	 -0.254987
0.260904 	 -0.257954
0.263974 	 -0.260918
0.267043 	 -0.26388
0.270113 	 -0.26684
0.273182 	 -0.269797
0.276251 	 -0.272751
0.279321 	 -0.275703
0.28239 	 -0.278652
0.28546 	 -0.281598
0.288529 	 -0.284542
0.291599 	 -0.287484
0.294668 	 -0.290422
0.297738 	 -0.293358
0.300807 	 -0.296291
0.303877 	 -0.299221
0.306946 	 -0.302149
0.310015 	 -0.305073
0.313085 	 -0.307995
0.316154 	 -0.310914
0.319224 	 -0.313829
0.322293 	 -0.316742
0.325363 	 -0.319652
0.328432 	 -0.322559
0.331502 	 -0.325463
0.334571 	 -0.328364
0.337641 	 -0.331262
0.34071 	 -0.334156
0.34378 	 -0.337048
0.346849 	 -0.339936
0.349918 	 -0.342821
0.352988 	 -0.345703
0.356057 	 -0.348581
0.359127 	 -0.351457
0.362196 	 -0.354329
0.365266 	 -0.357197
0.368335 	 -0.360063
0.371405 	 -0.362924
0.374474 	 -0.365783
0.377544 	 -0.368638
0.380613 	 -0.371489
0.383683 	 -0.374337
0.386752 	 -0.377182
0.389821 	 -0.380023
0.392891 	 -0.38286
0.39596 	 -0.385694
0.39903 	 -0.388524
0.402099 	 -0.391351
0.405169 	 -0.394174
0.408238 	 -0.396993
0.411308 	 -0.399808
0.414377 	 -0.40262
0.417447 	 -0.405427
